id,street,street_from,street_to,install_year,install_type,verify_install_year,verify_install_date,verify_install_type,verify_install_comment,clean_install_date_start,clean_install_date_end,clean_install_semester,clean_install_date_raw_count,clean_install_date_type,clean_install_date,clean_install_date_prepost,clean_install_date_notes,geometry_wkb
"1192",Huntingwood Dr,Ridgecrest Dr,Brimley Rd,"2020",Cycle Track,"2020",,BUF,Buffered lane installed 2020,,,,,,,,,"MULTILINESTRING ((-79.31521 43.78449, -79.31444 43.78467, -79.31241 43.78515, -79.31095 43.78548, -79.30922 43.7859, -79.30843 43.78627, -79.30801 43.78699, -79.30789 43.78779, -79.3077 43.78843, -79.30725 43.78904, -79.30672 43.78933, -79.30558 43.78968, -79.30378 43.79009, -79.3023 43.79044, -79.30054 43.79083, -79.29938 43.79111, -79.29811 43.79151, -79.29749 43.79218, -79.29659 43.79362, -79.29604 43.79427, -79.29556 43.79458, -79.29477 43.79482, -79.29345 43.79515, -79.29199 43.7952, -79.29065 43.79547, -79.28857 43.79607, -79.28638 43.79654, -79.28344 43.79706, -79.28166 43.79741, -79.27882 43.79801, -79.27774 43.79813, -79.2756 43.79816, -79.27444 43.79818, -79.27337 43.79841))"
"1198",Richmond St E,Yonge St,Parliament St,"2015",Cycle Track,"2015",Sep - Nov 2015,PBL,"SV MAY 2016: https://www.google.com/maps/@43.6526887,-79.3744512,3a,75y,279.91h,72.28t/data=!3m7!1e1!3m5!1sFqZzFHofSqdisu5rV7pdsg!2e0!5s20160501T000000!7i13312!8i6656?entry=ttu",2015/09/01 00:00:00,2015-11-30,,"2",range,,,,"MULTILINESTRING ((-79.37898 43.65169, -79.3782 43.65187, -79.37776 43.65196, -79.37663 43.6522, -79.37637 43.65226, -79.37548 43.65247, -79.3737 43.65286, -79.37334 43.65281, -79.37304 43.65276, -79.37297 43.65274, -79.37291 43.65273, -79.37283 43.6527, -79.37271 43.65267, -79.37262 43.65266, -79.37247 43.65266, -79.37237 43.65266, -79.37225 43.65268, -79.37161 43.65282, -79.37114 43.65292, -79.36964 43.65327, -79.36915 43.65338, -79.36861 43.6535, -79.36854 43.65351, -79.36845 43.65353, -79.36801 43.65363, -79.36673 43.65393, -79.36531 43.65426, -79.3645 43.65445, -79.36437 43.65448, -79.36402 43.65456))"
"1200",Richmond St W,Brant St,York St,"2014",Cycle Track,"2014",Apr-Sep 2014,BUF,BUF installed except at intersections,2014/04/01 00:00:00,2014-09-30,,"3",range,,,,"MULTILINESTRING ((-79.38465 43.65044, -79.38612 43.65012, -79.38644 43.65006, -79.38714 43.64991, -79.3877 43.64978, -79.38918 43.64946, -79.3908 43.64913, -79.39209 43.64885, -79.39233 43.6488, -79.39248 43.64875, -79.39328 43.64839, -79.39457 43.64811, -79.39522 43.64796, -79.39542 43.64792, -79.39597 43.64781, -79.39658 43.64787, -79.39665 43.64787, -79.39669 43.64786, -79.39674 43.64786, -79.39787 43.64765, -79.39866 43.64747))"
"1211",Huntingwood Dr,Victoria Park Ave,Kilkenny Dr,"2020",Cycle Track,"2020",,BUF,"BUF installed: https://www.google.com/maps/@43.7815008,-79.3207919,3a,75y,256.05h,77.31t/data=!3m8!1e1!3m6!1skAq1497t6VAOvHy7qW7Cpw!2e0!5s20210501T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DkAq1497t6VAOvHy7qW7Cpw%",,,,,,,,,"MULTILINESTRING ((-79.3254 43.78035, -79.324 43.7807, -79.32283 43.781, -79.32144 43.78135, -79.32016 43.78168, -79.31925 43.78197, -79.3186 43.78242, -79.3182 43.78276, -79.31731 43.78349, -79.31729 43.7835))"
"1212",Huntingwood Dr,Kilkenny Dr,Ridgecrest Dr,"2020",Cycle Track,"2020",,PBL,"PBL installed 2020: https://www.google.com/maps/@43.7842992,-79.3159495,3a,75y,224.45h,83.14t/data=!3m7!1e1!3m5!1s72DR06W0edTdnapBkQ_vLg!2e0!5s20201201T000000!7i16384!8i8192?entry=ttu",,,,,,,,,"MULTILINESTRING ((-79.31729 43.7835, -79.31615 43.78418, -79.31545 43.78443, -79.31521 43.78449))"
"1221",Argyle St,Givins St,Shaw St,"2015",Bike Lane - Contraflow,"2015",,None,"* inconclusive date because infrastructure type is None (sharrows), sharrows, installed 2015.",,,,,,,,,"MULTILINESTRING ((-79.41732 43.64744, -79.41793 43.64733, -79.41856 43.6472))"
"1223",Huntingwood Dr,Commander Blvd,McCowan Rd,"2020",Cycle Track,"2013",2012-2014,PL,"City miscat, actually a PL: https://www.google.com/maps/@43.7984205,-79.2638693,3a,75y,283.96h,90t/data=!3m7!1e1!3m5!1szEVanA-5HNfPpm1rCEAI2g!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DzEVanA-5HNfPpm1rCEAI2g%26cb_cli",2012/01/01 00:00:00,2014-12-31,,"2",range,,,,"MULTILINESTRING ((-79.26262 43.79866, -79.26318 43.79854, -79.26437 43.79828, -79.26463 43.79823, -79.2648 43.79819, -79.26494 43.79817, -79.26536 43.79813, -79.26568 43.7981, -79.26775 43.79786, -79.26794 43.79784, -79.26802 43.79783, -79.26808 43.79783, -79.26817 43.79783, -79.26828 43.79784, -79.26843 43.79786, -79.26891 43.79795, -79.26908 43.79798, -79.26961 43.7981))"
"1224",Shuter St,Yonge St,Bond St,"2003",Bike Lane,"2016",Oct - Nov 2016,PL,No further upgrades,2016/10/01 00:00:00,2016-11-30,,"1",range,,,,"MULTILINESTRING ((-79.37997 43.65406, -79.37936 43.6542, -79.37924 43.65422, -79.37877 43.65432, -79.37815 43.65446, -79.37763 43.65456))"
"1230",Argyle St,Ossington Ave,17m East of Ossington Ave,"2015",Bike Lane - Contraflow,"2015",,None,* inconclusive date because infrastructure type is None (sharrows),,,,,,,,,"MULTILINESTRING ((-79.41964 43.64697, -79.41984 43.64693))"
"1263",Winona Dr,Vaughan Rd,Dundurn Cres,"2021",Bike Lane - Contraflow,"2021",Apr-Jun 2021,PL,No streetview available,2021/04/01 00:00:00,2021-06-30,,"1",quarter,,,,"MULTILINESTRING ((-79.43577 43.68992, -79.43562 43.68955, -79.43551 43.68927, -79.43536 43.6889, -79.43532 43.68881, -79.43532 43.68881, -79.43494 43.68782, -79.43485 43.6876, -79.43485 43.68759, -79.43464 43.6871, -79.43444 43.68662, -79.43438 43.68646, -79.43436 43.68641, -79.4343 43.68624, -79.43393 43.68532, -79.43389 43.68521, -79.43389 43.6852, -79.43378 43.6849, -79.43378 43.6845, -79.4336 43.68406, -79.43331 43.68334, -79.43326 43.68329, -79.43335 43.68327, -79.43373 43.68318, -79.43378 43.68316, -79.43382 43.68312, -79.43383 43.68309, -79.43383 43.68306, -79.43382 43.68302, -79.43361 43.68252, -79.4336 43.68251, -79.43356 43.68243))"
"1267",Richmond St W,65 M E Bathurst St,Augusta Ave,"2014",Cycle Track,"2014",Apr-Sep 2014,BUF,BUF installed except at intersections,2014/04/01 00:00:00,2014-09-30,,"3",range,,,,"MULTILINESTRING ((-79.39939 43.64734, -79.39985 43.64724, -79.39988 43.64724, -79.40012 43.64719, -79.40113 43.64697, -79.40298 43.64662))"
"1271",Murray Ross Pkwy,Evelyn Wiggins Dr,Keele St,"2021",Bi-Directional Cycle Track,"2022",,PBL,Part of the York University Cycling Connections project: https://www.toronto.ca/wp-content/uploads/2021/06/914b-York-U-cycling-Construction-Notice-24-June-2021-FINAL-FINAL.pdf,,,,,,,,,"MULTILINESTRING ((-79.4943 43.76635, -79.4943 43.76635, -79.49407 43.76646, -79.49396 43.76652, -79.49384 43.7666, -79.49363 43.76678, -79.4933 43.76702, -79.49312 43.76712, -79.49289 43.76719, -79.4926 43.76724, -79.49205 43.76731, -79.49204 43.76731))"
"1278",Sentinel Rd,Sheppard Ave W,Dovehouse Ave,"2022",Bike Lane,"2022",April-Jun 2022,PL,"*no specific date before installation occurs post-2020. K- See install between April and June 2022 through sat imager (49 Sentinel Rd) , different types along road, decided to categorize by majority which is PL/",2022/04/01 00:00:00,2022-06-30,,"1",range,,,,"MULTILINESTRING ((-79.49184 43.74363, -79.49197 43.74396, -79.49198 43.74397, -79.49221 43.74459, -79.49223 43.74458, -79.49227 43.74469, -79.49229 43.74479, -79.49231 43.74489, -79.49232 43.74496, -79.49239 43.74531, -79.4925 43.74589, -79.49254 43.74645, -79.49257 43.74697, -79.49324 43.74859))"
"1291",Shaw St,Dewson St,College St,"2001",Bike Lane - Contraflow,"2013",,PL,"PL, 2013 ORIG YR, NO UPGR, SV: https://www.google.com/maps/@43.6558339,-79.4206084,3a,75y,171.19h,68.64t/data=!3m7!1e1!3m5!1sb0yXOItXdIB6eYmkDBdN-g!2e0!5s20140501T000000!7i13312!8i6656?entry=ttu",,,,,,,,,"MULTILINESTRING ((-79.42027 43.65489, -79.42027 43.65491, -79.42043 43.65531, -79.42072 43.65603, -79.42095 43.65663))"
"1292",Shaw St,Harrison St,Dundas St W,"2001",Bike Lane - Contraflow,"2013",,PL,"PL installed, ORIG 2013, no UPGRADES: https://www.google.com/maps/@43.6511683,-79.4187858,3a,75y,163.71h,70.76t/data=!3m7!1e1!3m5!1szfD_uYzXMk2SnK_i6Y8G5g!2e0!5s20140401T000000!7i13312!8i6656?entry=ttu",,,,,,,,,"MULTILINESTRING ((-79.41829 43.64983, -79.41851 43.65038, -79.41893 43.65143))"
"17",Lake Shore Blvd W,Humber Bay Park Rd W,Humber Bay Park East Trl,"2001",Bike Lane,"2015",,PL,"Painted Lane: https://www.google.com/maps/@43.621083,-79.4826483,3a,75y,18.21h,88.06t/data=!3m8!1e1!3m6!1sMJB-vJon4smvO7A8Tb2NNw!2e0!5s20220901T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DMJB-vJon4smvO7A8Tb2NNw%26c",,,,,,,,,"MULTILINESTRING ((-79.48135 43.62279, -79.48197 43.62198, -79.48203 43.62191, -79.48223 43.62157, -79.48248 43.6212, -79.48257 43.62109, -79.48275 43.62093))"
"18",Lake Shore Blvd W,37 M E Fleeceline Rd,Humber Bay Park Rd W,"2001",Bike Lane,"2015",,PL,"Painted Lane: https://www.google.com/maps/@43.6201075,-79.4846658,3a,31.3y,211.17h,85.44t/data=!3m6!1e1!3m4!1sxO8W_BI06yA9H8FYkYAghg!2e0!7i16384!8i8192?entry=ttu",,,,,,,,,"MULTILINESTRING ((-79.48275 43.62093, -79.48293 43.62075, -79.48308 43.62064, -79.48318 43.62056, -79.48323 43.62053, -79.48327 43.62051, -79.48343 43.62042, -79.48384 43.62026, -79.48388 43.62026, -79.48393 43.62024, -79.484 43.62022, -79.48416 43.62019, -79.48426 43.62016, -79.48513 43.61995))"
"19",Lake Shore Blvd W,50.7 M E Louisa St,37 M E Fleeceline Rd,"2001",Bike Lane,"2015",,PL,"Painted Lane: https://www.google.com/maps/@43.6196279,-79.4857963,3a,15y,205.44h,86.9t/data=!3m7!1e1!3m5!1slrn3URS1G-Fez-2ASS3zaA!2e0!5s20150401T000000!7i13312!8i6656?entry=ttu",,,,,,,,,"MULTILINESTRING ((-79.48513 43.61995, -79.48528 43.61991, -79.48542 43.61987, -79.48555 43.61982, -79.48567 43.61977, -79.48578 43.61971, -79.48588 43.61964, -79.48592 43.6196, -79.48596 43.61957, -79.48604 43.6195, -79.48611 43.61943, -79.48619 43.61934))"
"44",Lake Shore Blvd W,157.4 M S/W Marine Parade Dr,Marine Parade Dr,"2001",Bike Lane,"2016",May -Nov 2016,PL,"Designated PL between May and Nov 2016: https://www.google.com/maps/@43.6299386,-79.4772999,3a,64.7y,351h,78.04t/data=!3m7!1e1!3m5!1sTv3TdTe5MQojYJXHEmJGwg!2e0!5s20160501T000000!7i13312!8i6656?entry=ttu, no upgrades since",2016/05/01 00:00:00,2016-11-30,,"1",range,,,,"MULTILINESTRING ((-79.47691 43.63027, -79.47712 43.63011, -79.47732 43.62993, -79.47755 43.62974, -79.47773 43.62953, -79.47806 43.62923, -79.47812 43.62916))"
"90",Lake Shore Blvd W,43.4 M N Shore Breeze Dr,157.4 M S/W Marine Parade Dr,"2001",Bike Lane,"2016",,PL,"Painted Lane: https://www.google.com/maps/@43.6269549,-79.4793084,3a,40.9y,96.58h,81.25t/data=!3m8!1e1!3m6!1sL1mNXpsItQJ2T3z6bACq0w!2e0!5s20220901T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DL1mNXpsItQJ2T3z6bACq0w%",,,,,,,,,"MULTILINESTRING ((-79.48034 43.62451, -79.48015 43.6249, -79.48 43.62521, -79.47979 43.62564, -79.4794 43.62646, -79.47912 43.62711, -79.47909 43.62717, -79.47902 43.62731, -79.47876 43.62796, -79.47867 43.62827, -79.47863 43.62841, -79.47858 43.62852, -79.47846 43.62874, -79.47829 43.62895, -79.47812 43.62916))"
"241",Millwood Rd,22.1 M W Hepc,83.8 M E Hepc,"2001",Bike Lane,"2013",,PL,Road diamonds added around 2013,,,,,,,,,"MULTILINESTRING ((-79.3549 43.70202, -79.3544 43.70205, -79.35398 43.70206, -79.35364 43.70206, -79.35359 43.70205))"
"274",Millwood Rd,Leaside Bdge,83.8 M E Hepc,"2001",Bike Lane,"2013",,PL,"PL installed, seen around 2013 on sat imagery.",,,,,,,,,"MULTILINESTRING ((-79.35359 43.70205, -79.35337 43.70204, -79.35315 43.702, -79.35284 43.70192, -79.35278 43.70189, -79.35271 43.70186, -79.35261 43.7018, -79.35249 43.70175, -79.35237 43.7017, -79.35226 43.70163, -79.35218 43.70158, -79.35206 43.70151, -79.35195 43.70142, -79.35183 43.70133, -79.35174 43.70125, -79.35167 43.70118, -79.3516 43.70111, -79.35153 43.70103, -79.35148 43.70097, -79.35143 43.70089))"
"485",Remembrance Dr,Lake Shore Blvd W,Martin Goodman Trl,"2001",Bike Lane,"2014",,PL,"PL: https://www.google.com/maps/@43.6344643,-79.4086283,3a,75y,261.82h,73.29t/data=!3m7!1e1!3m5!1sIauI9pWhcv0i6AvWxZIHYg!2e0!5s20150901T000000!7i13312!8i6656?entry=ttu",,,,,,,,,"MULTILINESTRING ((-79.40844 43.63434, -79.40857 43.6344, -79.40862 43.63442, -79.40875 43.63444))"
"517",Jones Ave,Danforth Ave,Gerrard St E,"2001",Bike Lane,"2016",,PL,"Seen as early as 2016: https://www.google.com/maps/@43.6778048,-79.3392429,3a,55.9y,162.95h,84.97t/data=!3m7!1e1!3m5!1shfYBxmTmzZy3mXSrDiAZmQ!2e0!5s20160701T000000!7i13312!8i6656?entry=ttu",,,,,,,,,"MULTILINESTRING ((-79.33561 43.66925, -79.33576 43.6696, -79.33596 43.67007, -79.33641 43.6711, -79.33654 43.67141, -79.33661 43.67156, -79.33678 43.67199, -79.33708 43.67269, -79.33719 43.67291, -79.3378 43.67434, -79.33815 43.67514, -79.33882 43.67674, -79.33887 43.67688, -79.33949 43.67832, -79.33967 43.67874, -79.33982 43.67907, -79.33986 43.67918, -79.33996 43.67946, -79.33997 43.67948, -79.34011 43.67989))"
"625",The Esplanade,Lower Sherbourne St,Berkeley St,"2005",Bi-Directional Cycle Track,"2021","44470",PBL,https://www.toronto.ca/news/construction-of-new-bikeway-to-improve-road-safety-in-historic-canary-distillery-and-st-lawrence-market-areas-begins-october-17/,,,,"1",,,,Likely not a date,"MULTILINESTRING ((-79.3673 43.64905, -79.36611 43.64933, -79.36478 43.64962, -79.36403 43.64979, -79.36394 43.64981, -79.36388 43.64984, -79.36384 43.64986, -79.36377 43.64991, -79.36354 43.65011))"
"743",York Mills Rd,Scarsdale Rd,Lesmill Rd,"2010",Bike Lane - Buffered,"2015",Jul-Dec 2015,BUF,,2015/07/01 00:00:00,2015-12-31,,"1",range,,,,"MULTILINESTRING ((-79.35749 43.75349, -79.35556 43.75392, -79.35522 43.75399, -79.3541 43.75424, -79.35265 43.75456, -79.35204 43.7547))"
"755",Sumach St,King St E,Richmond St E,"2005",Bike Lane,"2014",Apr - Sep 2014,PL,"Sep 2014 SV: https://www.google.com/maps/@43.6555497,-79.3584393,3a,27y,163.14h,83.37t/data=!3m7!1e1!3m5!1sdezIIwEZ5bnObDH1F1JMrA!2e0!5s20140901T000000!7i13312!8i6656?entry=ttu",2014/04/01 00:00:00,2014-09-30,,"1",range,,,,"MULTILINESTRING ((-79.3584 43.65501, -79.35839 43.65517, -79.35838 43.65528, -79.35838 43.65539, -79.3584 43.6555, -79.35842 43.65558))"
"757",Simcoe St,82.7 M N Front St,Front St W,"2014",Cycle Track,"2014",April-Sept 2014,BUF,BUF installed between April and Sept 2014. later upgraded to PBL,2014/04/01 00:00:00,2014-09-30,,"5",range,,,,"MULTILINESTRING ((-79.38502 43.64478, -79.38532 43.64549))"
"761",Lansdowne Ave,Dundas St W,Ln 2 S Dundas E Lansdowne,"2014",Bike Lane - Buffered,"2014",,BUF,"Install, BUF: https://www.google.com/maps/@43.6497094,-79.4395429,3a,75y,322.47h,76.32t/data=!3m7!1e1!3m5!1sehem22n8ZJA6YSrZCFdjZg!2e0!5s20150401T000000!7i13312!8i6656?entry=ttu. No changes since.",,,,,,,,,"MULTILINESTRING ((-79.43955 43.64951, -79.43963 43.64978, -79.43973 43.65017))"
"806",Shaw St,King St W,Douro St,"2013",Bike Lane,"2013",,PL,"PL installed, ORIG 2013, no upgr https://www.google.com/maps/@43.6411244,-79.4148599,3a,75y,170.09h,76.88t/data=!3m7!1e1!3m5!1szxRNoRVGj5KuPmPT3Y3PIg!2e0!5s20200901T000000!7i16384!8i8192?entry=ttu",,,,,,,,,"MULTILINESTRING ((-79.41471 43.64064, -79.41502 43.64144))"
"807",Shaw St,8.3 M N C P R,Dupont St,"2013",Bike Lane,"2013",,PL,"PL installed, ORIG 2013, NO UPGR, SV: https://www.google.com/maps/@43.6710095,-79.4267296,3a,31.4y,194.21h,87.07t/data=!3m7!1e1!3m5!1sBNRTL7UavKeu6xsUCcMamw!2e0!5s20140801T000000!7i13312!8i6656?entry=ttu",,,,,,,,,"MULTILINESTRING ((-79.42661 43.6706, -79.42693 43.67134, -79.42694 43.67142, -79.42698 43.67152))"
"826",Lansdowne Ave,College St,Dundas St W,"2016",Bike Lane,"2016",,PL,"Install PL 2016: https://www.google.com/maps/@43.6508309,-79.439925,3a,15y,185.1h,85.01t/data=!3m7!1e1!3m5!1sQ3AvjwNL4M43bV-xjevObA!2e0!5s20170701T000000!7i13312!8i6656?entry=ttu",,,,,,,,,"MULTILINESTRING ((-79.44 43.65101, -79.43991 43.65072, -79.43973 43.65017))"
"833",St Clair Ave E,Avoca Ave,Inglewood Dr,"2005",Bike Lane,"2017",,PL,"PL added signage 2017: https://www.google.com/maps/@43.6889862,-79.3897517,3a,75y,67.12h,86.38t/data=!3m7!1e1!3m5!1sKLMwxQ4cZPP--kv9bs2Fqw!2e0!5s20181001T000000!7i16384!8i8192?entry=ttu",,,,,,,,,"MULTILINESTRING ((-79.38989 43.68899, -79.38969 43.68903, -79.38785 43.68943, -79.38735 43.68953))"
"838",St Dennis Dr,Don Mills Rd,Linkwood Lane,"2017",Bike Lane,"2017",Mar - Jun 2017,PL,"Sep 2017 SV: https://www.google.com/maps/@43.7165026,-79.3372768,3a,15.5y,71.48h,88.23t/data=!3m7!1e1!3m5!1sr7B7q4DlPc9PiSixypcKaA!2e0!5s20170901T000000!7i13312!8i6656?entry=ttu",2017/03/01 00:00:00,2017-06-30,,"2",range,,,,"MULTILINESTRING ((-79.33732 43.71655, -79.33646 43.71675, -79.33534 43.71701, -79.33487 43.71714, -79.33465 43.71726, -79.33455 43.71733, -79.33445 43.71746, -79.33442 43.7175, -79.33436 43.71757, -79.33427 43.71764, -79.33422 43.71766, -79.33415 43.7177, -79.3339 43.71777, -79.33357 43.71785, -79.33322 43.71793, -79.33282 43.71803, -79.33247 43.71811, -79.3321 43.7182, -79.33178 43.71827, -79.33141 43.71836, -79.33042 43.71859, -79.32966 43.71877, -79.32918 43.71888, -79.32884 43.71896, -79.32853 43.71903, -79.32829 43.71909, -79.32813 43.71914, -79.32797 43.71923, -79.32787 43.7193, -79.32782 43.71934, -79.32778 43.71938))"
"840",Sheppard Ave W,Don River Blvd,62.9 M E Don River W Branch,"2017",Bike Lane,"2017",,PL,"PL inst 2017 ORIG year, Markers added to road, no upgr, SV: https://www.google.com/maps/@43.7575877,-79.4283211,3a,15y,250.03h,85.79t/data=!3m7!1e1!3m5!1srnaHCvK-hjtqB7UU2iJ1ZA!2e0!5s20171001T000000!7i13312!8i6656?entry=ttu",,,,,,,,,"MULTILINESTRING ((-79.43283 43.75663, -79.43086 43.75707, -79.43041 43.75719, -79.43002 43.75728, -79.42928 43.75745))"
"865",Lansdowne Ave,42.5 M S Dupont St,Lappin Ave,"2016",Bike Lane,"2016",,PL,"Install PL 2016: https://www.google.com/maps/@43.6655465,-79.4459808,3a,29.2y,159.5h,84.39t/data=!3m7!1e1!3m5!1sHmY2otld-_oZzuVbIcPqHw!2e0!5s20170701T000000!7i13312!8i6656?entry=ttu",,,,,,,,,"MULTILINESTRING ((-79.44632 43.66636, -79.44631 43.66635, -79.44587 43.66524, -79.44574 43.6649))"
"866",Peter St,Queen St W,King St W,"2016",Cycle Track,"2016",Oct-Nov 2016,PBL,"PBL (minus intersections) Sv nov 2016 with PBL: https://www.google.ca/maps/@43.6492066,-79.3935602,3a,75y,161.04h,65.72t/data=!3m7!1e1!3m5!1s2sNTbV8zi25a64UdlxBYSg!2e0!5s20161101T000000!7i13312!8i6656?entry=ttu",2016/10/01 00:00:00,2016-11-30,,"12",range,,,,"MULTILINESTRING ((-79.3937 43.64935, -79.3935 43.64892, -79.39328 43.64839, -79.39286 43.64732, -79.39252 43.64651, -79.39233 43.64605))"
"869",Simcoe St,Wellington St,82.7 M N Front St,"2014",Cycle Track,"2014",April-Sept 2014,PBL,"PBL installed one side, sept 2014: https://www.google.com/maps/@43.6459648,-79.385519,3a,75y,201.87h,76.26t/data=!3m7!1e1!3m5!1sSNvR8kWP5NEivK_H9Hp6_w!2e0!5s20140901T000000!7i13312!8i6656?entry=ttu",2014/04/01 00:00:00,2014-09-30,,"5",range,,,,"MULTILINESTRING ((-79.38532 43.64549, -79.38556 43.64605))"
"870",Kingston Rd,Wood Glen Rd,35 M W Haig Ave,"2014",Bike Lane,"2014",Jun - Dec 2014,PL,"Aug 2015 SV: https://www.google.com/maps/@43.6842012,-79.2759904,3a,75y,51.68h,84.8t/data=!3m7!1e1!3m5!1sQwr6zECf3Q7Hi6hN4t2QMw!2e0!5s20150801T000000!7i13312!8i6656?entry=ttu",2014/07/01 00:00:00,2014-12-31,,"1",range,,,,"MULTILINESTRING ((-79.2761 43.6842, -79.27528 43.68478, -79.27503 43.68495, -79.27439 43.6854, -79.27361 43.68594, -79.2728 43.6865, -79.2725 43.68669, -79.27201 43.68702))"
"885",Brock Ave,Florence St,Seaforth Ave,"2014",Bike Lane,"2014",Jan - Aug 2014,PL,"Based on City provided Inst year, overiding of verified 2013 early window bracket into 2014; Aug 2014 SV: https://www.google.com/maps/@43.6454879,-79.433871,3a,75y,158.41h,72.14t/data=!3m7!1e1!3m5!1s6hkKJ9F0Cv-cHLWDucXdvQ!2e0!5s20140801T000000!7i13312!8i",2014/01/01 00:00:00,2014-08-31,,"1",range,,,,"MULTILINESTRING ((-79.43322 43.6437, -79.43355 43.64457, -79.43366 43.64488, -79.43392 43.64549))"
"888",Queen's Park Cres,Hoskin Ave,Wellesley St W,"2014",Bi-Directional Cycle Track,"2014",Fall 2014,PBL,"PBL installed Fall 2014, seen nearly complete in Sept 2014: https://www.google.com/maps/@43.6639598,-79.3934992,3a,75y,36.66h,77.59t/data=!3m7!1e1!3m5!1swp8Jyi26q4b1QU3m0bjReQ!2e0!5s20140901T000000!7i13312!8i6656?entry=ttu",2014/09/01 00:00:00,2014-12-31,,"6",semester,,,,"MULTILINESTRING ((-79.3927 43.66316, -79.39359 43.66408, -79.39386 43.66481, -79.39387 43.66483, -79.39387 43.66485, -79.39388 43.66487, -79.39388 43.6649, -79.39389 43.66492, -79.39389 43.66495, -79.39389 43.66497, -79.3939 43.66499, -79.3939 43.66501, -79.3939 43.66502))"
"892",Ranee Ave,3 M W Flemington Rd,Varna Dr,"2014",Bike Lane,"2014",,PL,"PL installed 2014: https://www.google.com/maps/@43.7238755,-79.4460287,3a,75y,11.23h,61.33t/data=!3m7!1e1!3m5!1sydB2Wq2P4QOpJ-0oWVcMcA!2e0!5s20140601T000000!7i13312!8i6656?entry=ttu , no prior infra and no upgrades",,,,,,,,,"MULTILINESTRING ((-79.44869 43.72328, -79.44731 43.72355, -79.44691 43.72366, -79.44567 43.72392))"
"899",Shaughnessy Blvd,Glentworth Rd,Sheppard Ave E,"2006",Bike Lane,"2012",,PL,"PL installed, 2012 https://www.toronto.ca/legdocs/mmis/2012/ny/bgrd/backgroundfile-44849.pdf https://www.google.com/maps/@43.7745681,-79.3537591,3a,78.1y,172.65h,65.1t/data=!3m7!1e1!3m5!1sZj9RylBIbsL37cOezPf7BQ!2e0!5s20140501T000000!7i13312!8i6656?entry=",,,,,,,,,"MULTILINESTRING ((-79.35332 43.77373, -79.35358 43.77436, -79.35388 43.77506))"
"971",Gateway Blvd,Don Mills Rd,65.1 M E Don Mills Rd,"2018",Bike Lane - Buffered,"2018",Fall 2018,BUF,"Installed as BUF, not yet completed by October 2018.",2018/09/01 00:00:00,2018-12-31,,"4",semester,,,,"MULTILINESTRING ((-79.33558 43.71459, -79.33635 43.7144))"
"978",Grenoble Dr,Deaville Lane,Grenoble Dr,"2018",Bike Lane - Buffered,"2018",Fall 2018,BUF,"BUF installed around fall 2018: https://www.google.com/maps/@43.715565,-79.3297051,3a,75y,25.86h,59.83t/data=!3m7!1e1!3m5!1sxnedGCWwhEMNCNAeTXAFEw!2e0!5s20180901T000000!7i16384!8i8192?entry=ttu",2018/09/01 00:00:00,2018-12-31,,"4",semester,,,,"MULTILINESTRING ((-79.33038 43.71658, -79.32965 43.71531, -79.3296 43.7153, -79.32954 43.7153, -79.32949 43.71531, -79.32941 43.71532, -79.3293 43.71533, -79.32919 43.71535, -79.32905 43.71538, -79.32895 43.71541, -79.32809 43.71561))"
"1132",Scarlett Rd,Bernice Cres,100m S of Edenbridge Dr,"2019",Cycle Track,"2019",,BUF,"No previous infrastructure, major road resurfacing project with simultaneous installation of cycle tracks: https://www.toronto.ca/wp-content/uploads/2019/06/910d-Scarlett-Road-Consultation-Report.pdf ; https://www.toronto.ca/services-payments/streets-par",,,,,,,,,"MULTILINESTRING ((-79.49955 43.66691, -79.49961 43.66702, -79.49967 43.66711, -79.49986 43.66732, -79.50046 43.668, -79.5009 43.6685, -79.50132 43.66898, -79.50165 43.66937, -79.50225 43.67009, -79.50288 43.6708, -79.5034 43.67141, -79.50366 43.67172, -79.50375 43.67182, -79.50385 43.67194, -79.50391 43.67204, -79.50396 43.67218, -79.50401 43.67233, -79.5042 43.67298, -79.50427 43.67311, -79.50465 43.67385, -79.50489 43.67426, -79.50501 43.67444, -79.50512 43.67457, -79.50535 43.67484, -79.50583 43.67538, -79.50588 43.67546, -79.50593 43.67555, -79.50596 43.67562, -79.50597 43.67569, -79.50594 43.6761, -79.50593 43.67625, -79.50592 43.67639, -79.50593 43.67649, -79.50595 43.67657, -79.50604 43.67684, -79.50623 43.67719, -79.50641 43.67748, -79.50645 43.67754, -79.50652 43.67763, -79.50658 43.67772, -79.50663 43.6778, -79.50669 43.6779, -79.50673 43.67797, -79.50677 43.67804, -79.50687 43.67815, -79.50744 43.67891, -79.50822 43.67994))"
